Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-11-23 03:00:00, 36.7973, -122.1125,  1.2,  57,  6.3,  9.8
2011-11-23 03:30:00, 36.7963, -122.1068,  1.6,  70,  7.9, 10.7
2011-11-23 04:00:00, 36.7920, -122.1045,  1.6,  76,  8.9,  8.0
2011-11-23 04:30:00, 36.7893, -122.1030,  1.6,  69,  7.0,  8.0
2011-11-23 05:00:00, 36.7860, -122.1011,  1.9,  61,  7.1, 21.3
2011-11-23 05:30:00, 36.7816, -122.0986,  1.9,  83,  8.8,  9.8
2011-11-23 06:00:00, 36.7757, -122.0952,  2.2, 359,  7.6, 18.3
2011-11-23 06:30:00, 36.7694, -122.0915,  1.4,  57,  6.8, 16.0
2011-11-23 07:00:00, 36.7629, -122.0879,  1.8,  89,  6.6, 18.3
2011-11-23 07:30:00, 36.7624, -122.0939,  2.1,  55,  7.1,  8.5
2011-11-23 08:00:00, 36.7675, -122.1083,  2.3,  64,  7.5,  8.0
2011-11-23 08:30:00, 36.7730, -122.1240,  2.0,  50,  7.4, 10.7
2011-11-23 09:00:00, 36.7782, -122.1396,  2.0,  62,  8.8,  9.8
2011-11-23 09:30:00, 36.7835, -122.1544,  2.4,  43,  7.4,  8.5
2011-11-23 10:00:00, 36.7889, -122.1701,  2.2,  54,  8.5, 12.8
2011-11-23 10:30:00, 36.7868, -122.1784,  2.6,  63,  9.4, 10.7
2011-11-23 11:00:00, 36.7841, -122.1702,  2.2,  62,  7.5, 14.2
2011-11-23 11:30:00, 36.7817, -122.1634,  2.5,  48,  8.6, 11.6
2011-11-23 12:00:00, 36.7793, -122.1561,  3.0, 278, 11.0, 25.6
2011-11-23 12:30:00, 36.7768, -122.1489,  2.7,  78,  8.6,  7.5
2011-11-23 16:00:00, 36.7592, -122.0975,  2.4,  76,  8.1,  8.5
2011-11-23 17:00:00, 36.7638, -122.0965,  4.1, 164, 12.1, 11.6
